harbor_seal,reference,ca_sea_lion,northern_elephant_seal,reference_gene_symbol,is_mt
XP_032243975.1,XP_855096.1,XP_027473909.1,XP_045747714.1,OPA3,False
XP_032243976.1,XP_038299512.1,XP_027473228.2,XP_045747559.1,MEGF8,False
XP_032243977.1,XP_022280383.1,XP_027473349.1,XP_045747755.1,STRN4,False
XP_032243978.1,XP_022280384.1,XP_027473350.1,XP_045747756.1,STRN4,False
XP_032243979.1,XP_022280388.1,XP_027473351.1,XP_064436466.1,STRN4,False
XP_032243983.1,XP_022280398.1,XP_035580844.1,XP_064436471.1,FKRP,False
XP_032243984.1,NP_001003014.1,XP_027474583.1,XP_045747580.1,RABAC1,False
XP_032243988.1,XP_022280776.1,XP_027474475.1,XP_064436494.1,ZNF112,False
XP_032244002.1,XP_038481474.1,XP_027475774.1,XP_064437096.1,PEG3,False
XP_032244004.1,XP_013973698.1,XP_027474062.2,XP_045748137.2,ZNF865,False
XP_032244007.1,XP_038482354.1,XP_035580824.1,XP_064436582.1,ZFP28,False
XP_032244011.1,XP_013969986.1,XP_027473941.1,XP_045748348.2,ZNF304,False
XP_032244012.1,XP_038473427.1,XP_035580855.1,XP_064436373.1,LOC100685630,False
XP_032244021.1,XP_022278281.1,XP_027473295.1,XP_045748338.1,ZNF667,False
XP_032244024.1,XP_038474368.1,XP_027473943.2,XP_045748350.3,LOC119870874,False
XP_032244026.1,XP_013970091.1,XP_035580827.1,XP_064436595.1,ZNF582,False
XP_032244031.1,XP_038304712.1,XP_027424852.1,XP_064445570.1,SFPQ,False
XP_032244032.1,XP_013970080.2,XP_027473309.2,XP_064436605.1,ZNF583,False
XP_032244033.1,XP_850734.1,XP_027474134.1,XP_064436600.1,EPN1,False
XP_032244034.1,XP_005616161.1,XP_027474135.1,XP_064436601.1,EPN1,False
XP_032244035.1,XP_022278194.1,XP_035580820.1,XP_064436379.1,LOC491462,False
XP_032244039.1,XP_005616148.1,XP_027473321.1,XP_045726846.1,ZNF835,False
XP_032244040.1,XP_013970072.1,XP_035580825.1,XP_054367660.2,LOC102156157,False
XP_032244044.1,XP_038477778.1,XP_035580859.1,XP_064436398.1,LOC106558942,False
XP_032244050.1,XP_038484555.1,XP_035580826.1,XP_045748383.2,ZNF71,False
XP_032244051.1,XP_003432740.2,XP_027473945.1,XP_064436390.1,ZNF772,False
XP_032244054.1,XP_005616162.1,XP_027474188.1,XP_045748200.1,U2AF2,False
XP_032244055.1,XP_003638845.1,XP_027474189.1,XP_045748201.1,U2AF2,False
XP_032244058.1,XP_038477847.1,XP_027473949.2,XP_045748438.1,LOC106558942,False
XP_032244060.1,XP_005616132.2,XP_027476122.2,XP_045748437.1,ZNF550,False
XP_032244063.1,XP_038485713.1,XP_027473327.1,XP_045748451.1,ZNF787,False
XP_032244064.1,XP_849481.1,XP_027473285.1,XP_064445573.1,ZMYM6,False
XP_032244067.1,XP_022278420.1,XP_035580828.1,XP_064436629.1,ZNF444,False
XP_032244069.1,XP_003432746.1,XP_027474250.1,XP_064436631.1,ZNF784,False
XP_032244075.1,XP_533579.3,XP_027474268.1,XP_064436641.1,CCDC106,False
XP_032244077.1,XP_013970315.1,XP_027473332.1,XP_064436639.1,SMIM17,False
XP_032244082.1,XP_038488495.1,XP_027474304.1,XP_064436654.1,ZNF581,False
XP_032244084.1,XP_022278564.1,XP_027474289.1,XP_045748257.1,ZNF580,False
XP_032244086.1,XP_038315472.1,XP_035583297.1,XP_064442104.1,DUXA,False
XP_032244087.1,XP_022278287.1,XP_027473311.2,XP_045748466.1,ZIM2,False
XP_032244089.1,XP_852031.1,XP_027472848.1,XP_045747831.1,CA11,False
XP_032244093.1,XP_038297060.1,XP_035581228.1,XP_045747561.1,TMEM145,False
XP_032244095.1,NP_001273911.1,XP_027473957.1,XP_045747601.1,XRCC1,False
XP_032244101.1,XP_013975137.1,XP_027430250.1,XP_045754078.2,ZMYM1,False
XP_032244102.1,XP_541583.2,XP_035580926.1,XP_064436704.1,ZNF575,False
XP_032244103.1,XP_022261449.2,XP_027473968.1,XP_064436705.1,PINLYP,False
XP_032244104.1,XP_855241.1,XP_027473969.1,XP_045747608.1,ETHE1,False
XP_032244106.1,XP_038316911.1,XP_035580801.1,XP_064437696.1,PNMA8B,False
XP_032244109.1,XP_038527141.1,XP_027475316.1,XP_045747908.1,IRF3,False
XP_032244112.1,XP_855237.2,XP_035580875.1,XP_064436703.1,IRGQ,False
XP_032244118.1,XP_852669.2,XP_035580877.1,XP_045747626.1,ZNF428,False
XP_032244122.1,XP_541581.1,XP_027473776.1,XP_045747621.1,ZNF576,False
XP_032244123.1,XP_005616445.1,XP_027475973.1,XP_045747792.1,MEIS3,False
XP_032244124.1,XP_005616446.1,XP_027475974.1,XP_045747794.1,MEIS3,False
XP_032244128.1,XP_533618.2,XP_035581221.1,XP_054367478.1,FCGRT,False
XP_032244134.1,XP_854025.1,XP_027474298.1,XP_064436647.1,NAT14,False
XP_032244137.1,XP_005616372.1,XP_027474634.1,XP_054367161.1,DKKL1,False
XP_032244139.1,XP_541488.2,XP_027474783.2,XP_045747929.1,PNKP,False
XP_032244141.1,XP_038546816.1,XP_027474683.1,XP_054367439.1,HIF3A,False
XP_032244144.1,XP_038546894.1,XP_027474684.1,XP_045747742.1,HIF3A,False
XP_032244147.1,XP_038547232.1,XP_027474691.1,XP_045747744.1,PPP5C,False
XP_032244148.1,XP_541483.4,XP_027473098.2,XP_064436423.1,SIGLEC11,False
XP_032244151.1,XP_533650.2,XP_027474876.1,XP_045747628.1,SMG9,False
XP_032244155.1,XP_541579.2,XP_027475833.1,XP_064437594.1,KCNN4,False
XP_032244156.1,XP_541490.4,XP_027475036.1,XP_054367486.1,AP2A1,False
XP_032244157.1,XP_003638863.1,XP_027475037.1,XP_054367487.1,AP2A1,False
XP_032244158.1,XP_533613.2,XP_027475039.2,XP_045747919.1,FUZ,False
XP_032244162.1,XP_038544291.1,XP_027474559.1,XP_054367450.1,ZC3H4,False
XP_032244163.1,XP_038544482.1,XP_027474562.1,XP_045747767.1,ZC3H4,False
XP_032244164.1,XP_022280314.2,XP_027474563.1,XP_045747770.1,ZC3H4,False
XP_032244166.1,XP_005616166.1,XP_027474153.1,XP_045748185.1,FIZ1,False
XP_032244168.1,XP_013974660.1,XP_027475829.1,XP_045747820.1,KCNJ14,False
XP_032244169.1,XP_038534823.1,XP_027475279.1,XP_045747834.1,RASIP1,False
XP_032244170.1,XP_541571.4,XP_027474675.2,XP_045747668.1,BCAM,False
XP_032244171.1,XP_541547.1,XP_027472976.1,XP_045746364.1,NANOS2,False
XP_032244173.1,NP_001300712.1,XP_027475732.1,XP_045747888.1,RPS11,False
XP_032244176.1,XP_005616498.1,XP_027473908.1,XP_064437254.1,GPR4,False
XP_032244177.1,XP_005616089.1,XP_027476096.1,XP_045748289.2,LOC102152013,False
XP_032244180.1,XP_005616090.4,XP_027476105.2,XP_064436292.1,LOC102152102,False
XP_032244181.1,XP_038307908.1,XP_027456523.1,XP_045754088.1,DLGAP3,False
XP_032244188.1,XP_038475426.1,XP_035581009.1,XP_064436352.1,LOC102151838,False
XP_032244190.1,NP_001300814.1,XP_027427973.1,XP_045754089.1,SMIM12,False
XP_032244192.1,XP_022279289.1,XP_027474430.1,XP_045747938.1,IL4I1,False
XP_032244193.1,NP_001238887.1,XP_027472851.1,XP_045747829.1,RPL18,False
XP_032244196.1,XP_003638867.1,XP_027475215.2,XP_045746387.1,GFY,False
XP_032244197.1,XP_005616589.1,XP_027475873.1,XP_045746344.1,PAFAH1B3,False
XP_032244200.1,XP_013975545.1,XP_027475832.1,XP_045748121.2,ATP1A3,False
XP_032244201.1,XP_013975464.2,XP_027476040.1,XP_045747627.1,PLAUR,False
XP_032244204.1,NP_001003160.1,XP_027473792.1,XP_045747853.1,DHDH,False
XP_032244206.1,NP_001003011.1,XP_027473795.1,XP_045747855.1,BAX,False
XP_032244207.1,NP_001019807.1,XP_035580845.1,XP_045747857.1,FTL,False
XP_032244211.1,XP_038293621.1,XP_027474590.2,XP_045747567.2,CIC,False
XP_032244212.1,XP_038286596.1,XP_027475692.1,XP_064437958.1,BCL3,False
XP_032244214.1,XP_541567.4,XP_027475726.1,XP_064438015.1,PPP1R37,False
XP_032244215.1,XP_541568.2,XP_027475851.1,XP_045746360.1,ZNF296,False
XP_032244217.1,XP_022280698.1,XP_027475861.1,XP_064438038.1,GEMIN7,False
XP_032244223.1,XP_005616385.1,XP_027475402.2,XP_045747865.1,HRC,False
XP_032244224.1,NP_001300695.1,XP_035580237.1,XP_045747887.1,RPL13A,False
XP_032244225.1,XP_533617.1,XP_027474796.1,XP_045747899.1,RRAS,False
XP_032244231.1,XP_038307699.1,XP_027470924.1,XP_064445578.1,CSMD2,False
XP_032244235.1,XP_038547581.1,XP_027475876.2,XP_064437797.1,CCDC61,False
XP_032244237.1,XP_855038.1,XP_027475256.2,XP_045747741.1,PGLYRP1,False
XP_032244238.1,XP_005616370.1,XP_027475330.2,XP_045747875.1,KASH5,False
XP_032244243.1,XP_541494.2,XP_027474973.1,XP_064437670.1,RCN3,False
XP_032244245.1,XP_005616347.3,XP_035581158.1,XP_045747926.1,MED25,False
XP_032244246.1,XP_541489.6,XP_035581160.1,XP_045747928.1,MED25,False
XP_032244247.1,XP_005616400.1,XP_035580738.1,XP_054367160.2,FUT2,False
XP_032244249.1,XP_013974472.2,XP_027475184.1,XP_045747849.2,TULP2,False
XP_032244250.1,XP_038283674.1,XP_027473180.1,XP_064436446.1,MARK4,False
XP_032244251.1,XP_038283760.1,XP_027473181.1,XP_064436448.1,MARK4,False
XP_032244252.1,XP_003432617.1,XP_027474514.1,XP_045747719.2,EML2,False
XP_032244256.1,XP_852371.1,XP_027474516.1,XP_045747717.1,EML2,False
XP_032244257.1,XP_852154.1,XP_027475357.1,XP_045747799.1,NAPA,False
XP_032244259.1,XP_541521.2,XP_027475639.1,XP_045747817.1,KDELR1,False
XP_032244260.1,XP_038282217.1,XP_027476015.2,XP_045747699.2,PPP1R13L,False
XP_032244262.1,NP_001003350.1,XP_027472831.1,XP_064437239.1,FLT3LG,False
XP_032244263.1,XP_541492.4,XP_027475765.1,XP_045747898.2,PRR12,False
XP_032244264.1,XP_013973707.1,XP_027474278.1,XP_045748231.2,ZNF524,False
XP_032244267.1,XP_013974674.1,XP_027474814.1,XP_045747816.1,EMP3,False
XP_032244272.1,XP_038523606.1,XP_027474432.2,XP_064436427.1,NUP62,False
XP_032244275.1,XP_013974273.2,XP_027474437.1,XP_054367489.1,ATF5,False
XP_032244279.1,XP_544421.3,XP_027438070.1,XP_045754094.1,ZSCAN20,False
XP_032244281.1,XP_005616405.3,XP_027472838.1,XP_064437176.1,SPHK2,False
XP_032244287.1,XP_003432610.1,XP_027472850.1,XP_045747828.1,DBP,False
XP_032244288.1,XP_022267415.1,XP_027438079.1,XP_045754096.1,ZSCAN20,False
XP_032244289.1,XP_541570.2,XP_027474906.1,XP_045747675.1,CLPTM1,False
XP_032244290.1,XP_038537094.1,XP_027476088.1,XP_045746374.1,LMTK3,False
XP_032244291.1,XP_038278991.1,XP_027475830.1,XP_045747740.2,NOVA2,False
XP_032244292.1,XP_533633.2,XP_027475019.1,XP_045746368.1,TMEM160,False
XP_032244293.1,XP_541506.2,XP_027475128.1,XP_045747851.1,NUCB1,False
XP_032244294.1,XP_038279607.1,XP_027475084.1,XP_045747724.1,SIX5,False
XP_032244295.1,XP_022281043.2,XP_027474908.1,XP_064437694.1,CD177,False
XP_032244297.1,XP_038543021.1,XP_035580969.1,XP_054367456.1,DHX34,False
XP_032244302.1,XP_038526457.1,XP_027475945.1,XP_045746389.1,CPT1C,False
XP_032244304.1,XP_541500.3,XP_027474803.1,XP_064437120.1,TRPM4,False
XP_032244308.1,XP_005616528.1,XP_035580798.1,XP_054367428.2,ZNF229,False
XP_032244311.1,XP_038297039.1,XP_027474719.1,XP_054367411.1,ZNF526,False
XP_032244312.1,XP_013972105.2,XP_027475783.1,XP_045747574.1,GSK3A,False
XP_032244314.1,XP_022279479.2,XP_027475318.2,XP_045747911.1,BCL2L12,False
XP_032244315.1,XP_003432705.1,XP_027475210.1,XP_064437318.1,CEACAM19,False
XP_032244316.1,NP_001003373.1,XP_027475881.1,XP_045747784.1,C5AR1,False
XP_032244318.1,XP_003433883.1,XP_027459982.1,XP_054368970.1,PHC2,False
XP_032244321.1,XP_022280618.1,XP_027474645.1,XP_045747689.1,BLOC1S3,False
XP_032244322.1,XP_022279280.1,XP_027474395.1,XP_045747933.1,TBC1D17,False
XP_032244324.1,XP_533642.1,XP_027475690.1,XP_045747681.2,LOC476436,False
XP_032244325.1,XP_541548.2,XP_027475359.1,XP_045747737.1,IRF2BP1,False
XP_032244326.1,XP_005617662.1,XP_027459988.1,XP_045754098.1,PHC2,False
XP_032244328.1,XP_855047.2,XP_035580741.1,XP_045747739.1,MYPOP,False
XP_032244329.1,XP_541549.3,XP_027474976.1,XP_045746361.1,FOXA3,False
XP_032244333.1,XP_852651.1,XP_027475373.1,XP_045747670.1,NECTIN2,False
XP_032244334.1,XP_005616519.1,XP_027475374.1,XP_045747671.1,NECTIN2,False
XP_032244337.1,XP_854713.1,XP_027474823.1,XP_045746390.1,TSKS,False
XP_032244338.1,XP_533621.4,XP_027474773.2,XP_045746388.1,SLC17A7,False
XP_032244339.1,XP_854809.4,XP_027473790.1,XP_045747858.1,GYS1,False
XP_032244341.1,XP_005616595.1,XP_027473233.1,XP_045747553.1,LIPE,False
XP_032244346.1,XP_022259202.1,XP_027473247.1,XP_045747558.1,CXCL17,False
XP_032244348.1,XP_038526851.1,XP_027475202.2,XP_045747901.2,SCAF1,False
XP_032244350.1,NP_001273909.1,XP_027474879.1,XP_064436523.1,LOC476445,False
XP_032244351.1,XP_005616524.1,XP_027475581.1,XP_045747667.1,PVR,False
XP_032244353.1,XP_851512.1,XP_027432259.1,XP_045754102.1,ZNF362,False
XP_032244355.1,XP_038505895.1,XP_035581128.1,XP_064437815.1,LOC111098992,False
XP_032244356.1,XP_013970505.1,XP_027474102.1,XP_064437834.1,LOC106558999,False
XP_032244357.1,XP_038507018.1,XP_027474120.1,XP_045748027.2,LOC102155960,False
XP_032244359.1,XP_013970456.1,XP_027474124.1,XP_045748025.1,LOC102155960,False
XP_032244360.1,XP_013970461.1,XP_027474129.2,XP_064437846.1,LOC484341,False
XP_032244364.1,XP_022283762.1,XP_035581130.1,XP_064437823.1,LOC111098992,False
XP_032244366.1,XP_038317568.1,XP_027440065.1,XP_045754105.1,TRIM62,False
XP_032244367.1,XP_850993.1,XP_027474138.1,XP_045748175.1,PPP2R1A,False
XP_032244372.1,XP_038505082.1,XP_035581150.1,XP_064437825.1,LOC100683760,False
XP_032244373.1,XP_005616273.1,XP_035581151.1,XP_064437840.1,ZNF432,False
XP_032244375.1,NP_001280588.1,XP_027432072.1,XP_045754107.1,AZIN2,False
XP_032244392.1,NP_001239341.1,XP_027474519.1,XP_064447375.1,SNRPD2,False
XP_032244394.1,XP_038316935.1,XP_027473978.1,XP_045747746.1,PNMA8A,False
XP_032244395.1,XP_851694.5,XP_027474771.2,XP_064437237.1,ALDH16A1,False
XP_032244399.1,XP_005617670.1,XP_027464356.1,XP_045754113.1,AK2,False
XP_032244402.1,XP_005616540.4,XP_027474487.2,XP_045747647.2,ZNF235,False
XP_032244408.1,XP_864020.1,XP_027464362.1,XP_045754114.1,AK2,False
XP_032244409.1,XP_005616538.3,XP_027474483.1,XP_064437368.1,LOC100855887,False
XP_032244411.1,XP_855274.2,XP_027474722.1,XP_045747575.1,DEDD2,False
XP_032244412.1,XP_038534017.1,XP_027475124.1,XP_064436807.1,PLEKHA4,False
XP_032244413.1,NP_001041446.1,XP_027475135.2,XP_045747846.1,HSD17B14,False
XP_032244419.1,XP_013975347.1,XP_027474480.2,XP_064437993.1,ZNF227,False
XP_032244420.1,XP_541562.4,XP_027475694.1,XP_045747695.1,ERCC2,False
XP_032244421.1,XP_038282959.1,XP_027475695.1,XP_064436445.1,ERCC2,False
XP_032244423.1,XP_038283205.1,XP_027475698.1,XP_045747696.2,KLC3,False
XP_032244424.1,XP_038297796.1,XP_027475047.1,XP_045747588.1,ERFL,False
XP_032244425.1,XP_852633.1,XP_035581202.1,XP_045747672.1,TOMM40,False
XP_032244427.1,XP_038546624.1,XP_027475193.1,XP_045746365.1,PNMA8C,False
XP_032244428.1,XP_854887.1,XP_027476028.1,XP_045747813.1,TMEM143,False
XP_032244431.1,XP_038471432.1,XP_027475452.1,XP_045748293.2,TRIM28,False
XP_032244434.1,XP_038535663.1,XP_027475282.1,XP_045747836.1,MAMSTR,False
XP_032244439.1,XP_038317577.1,XP_027462979.1,XP_045754116.1,RNF19B,False
XP_032244440.1,XP_013969912.2,XP_027475456.1,XP_054367650.1,ZNF606,False
XP_032244465.1,XP_022283815.2,XP_035581067.1,XP_064436301.1,ZNF544,False
XP_032244469.1,XP_005616079.1,XP_027475463.2,XP_064436310.1,LOC119863916,False
XP_032244470.1,XP_038474448.1,XP_027475500.2,XP_045748349.1,ZNF132,False
XP_032244472.1,XP_013969999.1,XP_027475478.1,XP_064436331.1,ZNF274,False
XP_032244476.1,XP_038472366.1,XP_027475474.2,XP_045748354.1,ZNF135,False
XP_032244478.1,XP_022282593.1,XP_027474898.1,XP_064436879.1,LOC100856086,False
XP_032244485.1,XP_854592.3,XP_027437199.1,XP_045751423.1,HPCA,False
XP_032244486.1,XP_022282626.2,XP_035580822.1,XP_064436318.1,LOC484224,False
XP_032244498.1,XP_003432737.1,XP_027475467.2,XP_045748368.1,ZNF8,False
XP_032244499.1,XP_013965217.1,XP_027437119.1,XP_045754123.2,FNDC5,False
XP_032244501.1,XP_022282715.2,XP_035581071.1,XP_064436338.1,LOC102152916,False
XP_032244504.1,XP_005616085.2,XP_035581076.1,XP_064436695.1,A1BG,False
XP_032244505.1,XP_038475350.1,XP_027475472.2,XP_045746455.1,ZNF837,False
XP_032244506.1,XP_038475279.1,XP_027475501.1,XP_064453217.1,ZNF329,False
XP_032244508.1,XP_005616122.1,XP_027475506.1,XP_064436348.1,ZSCAN18,False
XP_032244511.1,XP_535324.4,XP_027451837.1,XP_045754134.1,YARS1,False
XP_032244513.1,XP_038477440.1,XP_027475096.1,XP_064436358.1,ZSCAN1,False
XP_032244514.1,XP_005616081.1,XP_027475512.1,XP_045748441.1,ZNF584,False
XP_032244521.1,XP_005616087.1,XP_027475514.2,XP_064436355.1,RNF225,False
XP_032244524.1,XP_005616108.1,XP_027475519.2,XP_064436694.1,C1H19orf18,False
XP_032244527.1,XP_850536.1,XP_027475517.1,XP_045748457.1,CHMP2A,False
XP_032244530.1,XP_533568.1,XP_035584948.1,XP_045748462.1,RPS5,False
XP_032244531.1,XP_541337.3,XP_027475525.1,XP_045748464.1,UBE2M,False
XP_032244534.1,XP_038472299.1,XP_027475469.1,XP_045748347.1,SLC27A5,False
XP_032244535.1,XP_851443.1,XP_027475657.1,XP_045747931.1,PTOV1,False
XP_032244536.1,XP_854878.1,XP_027475380.1,XP_045747819.1,GRWD1,False
XP_032244539.1,XP_013972048.3,XP_027472886.1,XP_045747749.1,DACT3,False
XP_032244540.1,NP_001013866.1,XP_027472958.1,XP_045747703.1,FOSB,False
XP_032244548.1,XP_013975558.1,XP_035581110.1,XP_064437090.1,ARHGEF1,False
XP_032244550.1,XP_013975561.1,XP_035581111.1,XP_045747587.1,ARHGEF1,False
XP_032244551.1,NP_001273927.1,XP_027475377.1,XP_045746356.2,CEACAM16,False
XP_032244553.1,XP_022279355.1,XP_027474400.1,XP_064436668.1,AKT1S1,False
XP_032244556.1,XP_005616389.1,XP_027475127.1,XP_045747847.2,PPP1R15A,False
XP_032244557.1,XP_851543.1,XP_027475727.1,XP_045747913.1,PRMT1,False
XP_032244558.1,XP_533615.2,XP_027475728.1,XP_045747914.1,PRMT1,False
XP_032244560.1,XP_533634.1,XP_027474741.1,XP_045747762.1,AP2S1,False
XP_032244566.1,XP_022261043.2,XP_027475660.2,XP_045747701.1,POLR1G,False
XP_032244571.1,XP_541509.4,XP_027475131.1,XP_045747841.1,BCAT2,False
XP_032244573.1,XP_013974351.2,XP_027475539.1,XP_045747896.2,NOSIP,False
XP_032244574.1,XP_038528039.1,XP_027475543.1,XP_064437677.1,PRRG2,False
XP_032244576.1,XP_022280025.2,XP_035580951.1,XP_064437525.1,CYTH2,False
XP_032244577.1,XP_864950.5,XP_035580952.1,XP_045747821.1,CYTH2,False
XP_032244578.1,XP_541532.2,XP_027473912.1,XP_045747804.1,EHD2,False
XP_032244579.1,XP_005616376.1,XP_027474626.1,XP_045747869.1,TEAD2,False
XP_032244580.1,XP_038317642.1,XP_027451919.2,XP_064445601.1,S100PBP,False
XP_032244583.1,XP_005616374.1,XP_027474632.1,XP_045747873.1,CD37,False
XP_032244584.1,XP_541552.2,XP_027475946.1,XP_045747723.1,QPCTL,False
XP_032244586.1,XP_038282104.1,XP_027474750.1,XP_045747706.1,RTN2,False
XP_032244590.1,XP_535323.3,XP_027451928.2,XP_045754129.1,S100PBP,False
XP_032244601.1,XP_013975365.1,XP_027474499.2,XP_045747655.1,LOC484461,False
XP_032244610.1,XP_005616535.1,XP_027474504.1,XP_045747657.1,ZNF404,False
XP_032244613.1,XP_022280838.1,XP_027474500.1,XP_064437584.1,ZNF283,False
XP_032244617.1,XP_038289128.1,XP_027474497.2,XP_064437585.1,LOC119865621,False
XP_032244622.1,XP_022280292.2,XP_035581182.1,XP_064436923.1,INAFM1,False
XP_032244623.1,XP_005616471.1,XP_027473977.1,XP_045747747.1,CCDC8,False
XP_032244624.1,XP_038536990.1,XP_027474815.2,XP_064437186.1,SULT2B1,False
XP_032244625.1,XP_038317595.1,XP_027474264.2,XP_064445598.1,KIAA1522,False
XP_032244626.1,NP_001271379.1,XP_027475255.1,XP_045747761.1,SLC1A5,False
XP_032244628.1,NP_001091021.1,XP_027475715.2,XP_064437225.1,CEACAM23,False
XP_032244631.1,XP_005616520.1,XP_027472890.1,XP_064437695.1,CBLC,False
XP_032244632.1,NP_001108484.1,XP_027474672.1,XP_064437780.1,SELENOW,False
XP_032244635.1,XP_038287391.1,XP_027473848.2,XP_064436518.1,ZNF285,False
XP_032244636.1,XP_013973902.1,XP_035580938.1,XP_064436953.1,LOC484309,False
XP_032244638.1,XP_038491727.1,XP_027474061.2,XP_045748138.1,ZNF628,False
XP_032244645.1,XP_013973751.1,XP_027474067.1,XP_064437196.1,LENG8,False
XP_032244652.1,XP_541413.5,XP_027474078.1,XP_064436573.1,BRSK1,False
XP_032244654.1,XP_005616222.2,XP_027474080.1,XP_045748155.1,PPP1R12C,False
XP_032244655.1,XP_013973779.2,XP_027474081.1,XP_045748157.1,PPP1R12C,False
XP_032244659.1,XP_541428.3,XP_035580867.1,XP_054367585.1,CNOT3,False
XP_032244660.1,XP_038317691.1,XP_035582937.1,XP_045754138.1,SYNC,False
XP_032244665.1,XP_038493076.1,XP_027474148.1,XP_064436659.1,SHISA7,False
XP_032244673.1,NP_001003331.1,XP_027474182.1,XP_064437870.1,ZNF331,False
XP_032244674.1,XP_003638850.1,XP_027474100.1,XP_064437567.1,PRKCG,False
XP_032244676.1,XP_005616232.1,XP_027474319.1,XP_064436616.1,DNAAF3,False
XP_032244680.1,NP_001273908.1,XP_027474162.1,XP_064436955.1,PRPF31,False
XP_032244683.1,XP_038498735.1,XP_027474195.1,XP_064436956.1,MBOAT7,False
XP_032244684.1,XP_013973942.1,XP_027474197.1,XP_064436964.1,MBOAT7,False
XP_032244685.1,XP_022283118.1,XP_027474200.1,XP_064436609.1,KMT5C,False
XP_032244686.1,XP_862607.1,XP_027474204.1,XP_054367626.1,TTYH1,False
XP_032244692.1,XP_533584.1,XP_027474211.1,XP_045748218.1,HSPBP1,False
XP_032244696.1,XP_005616206.1,XP_035580946.1,XP_045748232.1,LAIR1,False
XP_032244699.1,XP_038500016.1,XP_035580888.1,XP_064436965.1,LOC106559612,False
XP_032244702.1,XP_533585.1,XP_027474214.1,XP_045748210.1,SYT5,False
XP_032244710.1,XP_854291.1,XP_027474208.1,XP_064437566.1,MYADM,False
XP_032244713.1,XP_854219.1,XP_027474254.1,XP_045726663.1,TSEN34,False
XP_032244715.1,XP_854277.1,XP_027474271.1,XP_045748230.1,CACNG7,False
XP_032244716.1,XP_544430.3,XP_027482383.1,XP_064445605.1,ZBTB8A,False
XP_032244717.1,XP_854238.1,XP_027474284.1,XP_045748234.1,TFPT,False
XP_032244720.1,XP_005616234.1,XP_027474291.1,XP_054367627.2,TMEM86B,False
XP_032244721.1,NP_001273893.1,XP_027474293.1,XP_045748238.1,UBE2S,False
XP_032244723.1,XP_533590.4,XP_027474305.1,XP_064436972.1,RPS9,False
XP_032244725.1,XP_003432752.1,XP_027474307.1,XP_064436656.1,TMEM238,False
XP_032244726.1,XP_533581.3,XP_027474309.1,XP_045748261.1,RPL28,False
XP_032244727.1,XP_854183.1,XP_027474310.1,XP_045748258.1,CDC42EP5,False
XP_032244728.1,XP_864445.1,XP_027461629.1,XP_045754139.1,RBBP4,False
XP_032244729.1,NP_001300704.1,XP_027474306.1,XP_064436660.1,TMEM190,False
XP_032244731.1,XP_038504183.1,XP_027474317.1,XP_064436581.1,LOC119870901,False
XP_032244732.1,XP_013973842.1,XP_027474095.1,XP_064436974.1,TMC4,False
XP_032244733.1,XP_038502075.1,XP_027474276.1,XP_064436968.1,OSCAR,False
XP_032244734.1,XP_038503143.1,XP_027474262.2,XP_064436644.1,TMEM150B,False
XP_032244738.1,XP_541524.4,XP_027475986.2,XP_064436556.1,ODAD1,False
XP_032244741.1,XP_005616468.1,XP_027474938.1,XP_054367444.1,PRKD2,False
XP_032244745.1,XP_005616392.1,XP_027476140.1,XP_064436828.1,FUT1,False
XP_032244746.1,XP_541510.2,XP_027476142.1,XP_045746382.1,FGF21,False
XP_032244747.1,XP_022267669.1,XP_027423565.1,XP_045754141.1,ZBTB8OS,False
XP_032244748.1,XP_038532639.1,XP_027474698.1,XP_045747859.1,RUVBL2,False
XP_032244751.1,XP_038310675.1,XP_027475953.1,XP_064438098.1,GNG8,False
XP_032244752.1,XP_003432625.1,XP_027475942.1,XP_045747569.1,ERF,False
XP_032244754.1,NP_001003022.1,XP_027473251.1,XP_045747763.1,ARHGAP35,False
XP_032244756.1,NP_001003049.1,XP_027475691.1,XP_064437779.1,CRX,False
XP_032244757.1,XP_854956.3,XP_027474760.1,XP_045747797.1,KPTN,False
XP_032244760.1,XP_022280356.2,XP_027474781.1,XP_064437734.1,NPAS1,False
XP_032244763.1,XP_005616510.2,XP_027475607.1,XP_045747688.1,TRAPPC6A,False
XP_032244766.1,XP_541529.2,XP_027475624.1,XP_045746401.2,CABP5,False
XP_032244767.1,XP_005616361.2,XP_027475731.2,XP_064437771.1,ADM5,False
